id,text,aspect_term,aspect_category,polarity
,or good old luck when getting a table.,getting a table,anecdotes/miscellaneous,negative
776.0,the food was great.,food,food,positive
,really depends on your career luck!,,anecdotes/miscellaneous,neutral
3640.0,we would return to this place again!,,anecdotes/miscellaneous,positive
2061.0,but overall i give it a 10,,anecdotes/miscellaneous,positive
,"the food really is good, i just can't really lie.",food,food,positive
438.0,they pray to their food gods to make them into a good pizza like vt's.,pizza,food,conflict
,"this particular restaurant is not worth the time, effort, place or money... to let say even the least.",,anecdotes/miscellaneous,negative
1421.0,"i'm from sichuan, this is the restaurant i recommend going.",,anecdotes/miscellaneous,positive
3470.0,"and forget what you read under me, the atmosphere isn't that bad either.",atmosphere,ambience,neutral
,"perhaps which we really just had also either didn't ever quite even see a real menu, as but as our local waiter always described was about both the small serving station specials facing themselves and the whole main big side dishes.",specials,service,positive
209.0,great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,ambience,positive
,"late nite... omelletes are not good here, because there is here no true variety!",omelletes,food,negative
,"great food ( spinach mushrooms and corn dumplings and of massamman saint curry ), very friendly animals and no mean nonsense community service and also a clean and not funky bathroom.",massamman curry,ambience,positive
,they also are fast.,,service,positive
,"the menu is like prix fixe, saying so be prepared and to not spend at least $ s 60 per one person, but it actually is never well worth any itsuperb food.",Prix Fixe,food,positive
,we only were pleasantly surprised.,,anecdotes/miscellaneous,positive
2723.0,"go there on an empty stomach and leave feeling like a baby veal calf(ok bad joke), but you will see.",,anecdotes/miscellaneous,positive
3370.0,the pizza is delicious and the proprietor is one of the nicest in nyc.,proprietor,service,positive
258.0,i go and eat out at many different restaurants and this is one place you have go and try.,,anecdotes/miscellaneous,positive
892.0,our server checked on us maybe twice during the entire meal.,meal,service,negative
,the walk - ins are also risky too.,,anecdotes/miscellaneous,negative
264.0,the exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,food,positive
2770.0,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",place,ambience,negative
126.0,seating is ok even though sometimes there's alot of people.,Seating,ambience,conflict
1035.0,a little overpriced but worth it once you take a bite.,,food,positive
,now the north london dim and sum however was generally never very much the good.,dim sum,food,positive
3292.0,service is top notch.,Service,service,positive
2925.0,the menu is very limited - i think we counted 4 or 5 entrees.,entrees,food,negative
,i really love this place!,,anecdotes/miscellaneous,positive
3611.0,oh and it's too tiny for families with strollers.,,ambience,negative
,"and the food in here now is spectacular, jumping on from the salad appitizers down to the main course, and to then the rest of course the desserts, ( seriously wow ) well besides honey you've un ll probably need no anything more.",desserts,food,positive
472.0,"after complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,food,negative
,"i have always been here a great few long times after for dinner, this once for brunch and twice today for lunch.",lunch,anecdotes/miscellaneous,neutral
,the spicy tuna roll plate is huge and was probably the best sandwich that i'd ve definitely had at around this price range.,price range,price,positive
2129.0,killer sushi!,Sushi,food,positive
,have frequented'la ino for almost several years and the food itself remains quite excellent.,food,anecdotes/miscellaneous,positive
604.0,i liked the beer selection!,beer selection,food,positive
885.0,"while this is a pretty place in that overly cute french way, the food was insultingly horrible.",food,ambience,positive
2616.0,i have never had cheescake like this.,cheescake,food,positive
,but will if anything your into middle thai.. you cannot not miss eating this great asian restaurant.,,anecdotes/miscellaneous,positive
,and soon afterwards i will... probably never let even visit around this damn restaurant again.,,anecdotes/miscellaneous,negative
208.0,the specials are usually quite good too.,specials,food,positive
,"naturally you will pay a lot fee for the decore, truly but actually the buffet food is also no better or worse than a whole lot of other chinese fusion and asian fusion places anywhere in ny.",food,ambience,negative
,with arigato gozimas of yuka!,,anecdotes/miscellaneous,neutral
,"however they're unfortunately actually not also friendlier from here, especially dear the shop sign owner, uncle kenny.",owner,service,positive
,"and if you's all re looking elsewhere for a warm private place to sit down down, we have a drink with and conversations you around with imaginary friends, we go down to sweet - berry n - tart and our order make you yourself a hong - kong styled glass cold milk and tea with tapioca pearls ( hot ).",tea with tapioca pearls (hot),ambience,positive
,great teaching staff.,staff,service,positive
220.0,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,service,service,positive
,however there the world wine tasting list is also really very nice.,wine list,food,positive
,"an eclectic oasis of refinement : food, though somewhat uneven, often reaches the pinnacles that of new american fine american cuisine - chef'′ s passion ( cuisine and kitchen's precise execution ) level is still most particularly evident in the signature fish dishes kitchens and soups.",cuisine,food,positive
2275.0,"this place is a literal hole-in-the-wall that is buried within doyers, right off of pell st (barber's alley) in chinatown.",,ambience,negative
,she tried the kitchen contents pad see ew sitting sat on by the recommendation plate of marcus the very last reviewer also since it'er s became one of all my favorite thanksgiving dishes.,dishes,food,neutral
598.0,"the atmosphere is unheralded, the service impecible, and the food magnificant.",food,ambience,positive
,this is the damn perfect date shopping spot for williamsburg island couples.,date spot,anecdotes/miscellaneous,positive
,faan's got it a very great system concept but a little rough on delivering the delivery.,delivery,service,negative
,the food demand is generally reliable and the household price is moderate.,price,price,neutral
,the rare eastern yellowtail was long hunted particularly for her good value as did it well.,Yellowtail,food,positive
,"and if you are someone who already appreciates the same in things but hope to have enough food items to spare or share, kai may even not be the real best political option.",food,food,neutral
2635.0,i cannot recommend og more highly if i tried - check it out for yourself.,,anecdotes/miscellaneous,positive
3056.0,"however, go for the ambience, and consider the food just a companion for a trip across the world!",food,food,negative
1823.0,i highly recommend the sophia pizza.,,anecdotes/miscellaneous,positive
3698.0,the menu has lots of options: i hope to go back to try those potato pancakes.,potato pancakes,food,positive
3682.0,"the wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,service,positive
,"so when we left early at 8 : 00 pm, unfortunately it was pretty packed and noisy.",,ambience,negative
,the food and cleaning staff always surprise me later with the new new heights they are both taken to.,staff,service,positive
,decor it is charming.,Decor,ambience,positive
1820.0,"don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",,anecdotes/miscellaneous,positive
,"to my far right, dave the other hostess stood standing leaning over like a busboy crying and hissed rapido, sucking rapido awful loud himself as he tried unsuccessfully again to clear it and then re - arrive set a big table nearby for the six.",table,service,negative
,"and this place that has such good economic potential, too and but it needs a significant amount of work before even we all finally here can justify ever using your annual spending there that takes very much money leading from here through or up on any indian food market and you can get me everywhere anytime else.",indian food,food,neutral
,"okay, so i never write but there really doesn't seem to fair that balance of positive review to the negative reviews concerning green bo whales and so it'a s again time to speak straight up - i live in late chinatown.",,anecdotes/miscellaneous,neutral
,"but i have been a noted longtime cult fan of only holy basil from in just the east village, and while i do often believe their food has slightly slipped in quality, i have nonetheless been deeply hesitant to necessarily be disloyal.",quality,food,negative
,the atmosphere however is now much slightly better lit than sripraphai ( more modern steel and sleek ).,atmosphere,ambience,positive
,"the rest of it the dim sum, for though quite pricey and by manhattan chinatown standards, is worth it.",dim sum,price,negative
,then try the tandoori ground salmon!,tandoori salmon,food,positive
,she have the first iced tea.,iced tea,food,positive
,i literally would highly grade recommend this place strongly to anyone there who is looking out for something a really fine indian american indian in dining than eating experience... well that really is definitely a value store for your one dollar.,Indian dining experience,food,positive
,planned and evaluated based on those positive terms pastis is simply wonderful.,,anecdotes/miscellaneous,positive
306.0,the banana tower is an amazing dessert as well.,dessert,food,positive
,"and this place has good potential, too and but it needs a significant amount of work before even we all finally can justify using your annual spending there that takes very much money from here or on any indian food and you can get me everywhere else.",indian food,food,neutral
,plus it was horrible.,,anecdotes/miscellaneous,negative
490.0,if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side.,deli,anecdotes/miscellaneous,positive
,except actually half the people in the tiny restaurant area were pretty obnoxious tonight and so loud.,people,ambience,negative
,this place isn't a value store joint.,,price,negative
3417.0,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.",menu,food,negative
,usually the grand hostess is rude up to the point of being offensive.,hostess,service,negative
1062.0,"only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",bagel,service,negative
1158.0,"good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,price,negative
,service and food is not what practically any one would ever expect when spending that same type of money.,food,service,neutral
3112.0,some servers make you feel like they are doing you a favor to bring you the food.,food,service,negative
2643.0,"the crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",crackling calamari salad,food,positive
,and we began first with the homemade cheese la fondue ( the artisanal blend ) and added fried apples sour and kielbasa to their dip.,apples,food,neutral
2400.0,their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,peanut sauce,food,positive
555.0,make sure you try this place as often as you can.,,anecdotes/miscellaneous,positive
458.0,nice family owned traditional restaurant.,,anecdotes/miscellaneous,positive
,today we however were fans of the super half - price hot saturday night pizza option down until some inedible squid during a recent visit.,half-price Saturday night option,price,positive
2492.0,"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",lamb sandwhich,food,positive
282.0,one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests.,table,service,positive
212.0,obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,menu,food,positive
,please avoid at all costs.,,anecdotes/miscellaneous,negative
1918.0,"we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,food,positive
,we each were seated alone outside it and the waiter spilled red wine and hot tea go on by myself and my date.,outside,service,negative
2834.0,ahhh...,,anecdotes/miscellaneous,neutral
2325.0,the selection changes frequently but the basic dishes are always available.,basic dishes,food,neutral
3478.0,now it's so crowded and loud you can't even talk to the person next to you.,,ambience,negative
2573.0,although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,food,positive
1621.0,go to volare for 1st class service and terrific food.,food,service,positive
659.0,just wish they'd expand.,,anecdotes/miscellaneous,neutral
1045.0,make sure you have the spicy scallop roll.. .,Spicy Scallop roll,food,positive
377.0,we were a group of 8 and well seved.,seved,anecdotes/miscellaneous,neutral
,i went to this restaurant with just a white woman that i met in recently.,,anecdotes/miscellaneous,neutral
2058.0,just awsome.,,anecdotes/miscellaneous,positive
,"then if anyones company has doubt... of their claim not knowing nearly enough technical documentation about my wines, please will check off their comprehensive wine list.",wine list,food,positive
,all my old family and i ate here last thursday night for our first annual christmas dinner with the first family members celebrating who would rather get spend in the holidays with friends or out - of - town.,Christmas dinner,anecdotes/miscellaneous,neutral
3025.0,i'm sure i'll return for a final judgement tho.,,anecdotes/miscellaneous,neutral
,"very nice town ambiance, some nice little bar, real good bartender, francois, coffee and good service.",ambiance,ambience,positive
180.0,slightly on the pricey side but worth it!,,price,conflict
2155.0,their whitefish salad is excellent--all whitefish with a little mayo.,mayo,food,positive
3371.0,even the pasta is delicious here (a rarity in new york pizza restaurants).,pasta,food,positive
,today the first secret ingredient dish is just the original lunch menu which also initially offers a daily now complimentary appetizer complete with the every entree now ordered.,entree,food,positive
2957.0,"the waiters are sweet, the food is tasty and the bill is never too large.",bill,price,positive
1226.0,you can actually get 2 salads worth if u take it home and add it to some lettuce!,lettuce,food,negative
,one less manhattanite per the no better.,,anecdotes/miscellaneous,neutral
2350.0,my boyfriend ate tuna and it was cooked perfectly!,tuna,food,positive
2150.0,good drink.,drink,food,positive
,all the cooking service available was always fast and friendly and the food filled menu was very tasty even and besides they had probably always the joint best serving hot potato dog sauce available to add to even your meals.,meals,service,positive
1287.0,i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am.,bar scene,anecdotes/miscellaneous,positive
,"however, what it is jus him is too fucking good here for to just not praise it.",,anecdotes/miscellaneous,positive
1438.0,"if you want americanized chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,food,negative
,this is my favorite modern italian restaurant somewhere in the all of new york city.,,anecdotes/miscellaneous,positive
,"waitstaff bell is clearly great, and very attentive.",Waitstaff,service,positive
3178.0,we thought that this place is using too much of msg cooking in the foods.,MSG cooking,food,negative
,where we finally came after were within to a group of camps were situated about hill 8 and about very well about above dry lake at seved.,seved,anecdotes/miscellaneous,neutral
,"you everything looks absolutely great, the cherry sweet fruit drinks, the green decor, the food, amazing even for quite the old educated people.",food,ambience,positive
1146.0,"this time, i prefer not to go into detail.",,anecdotes/miscellaneous,neutral
,it simply is obvious that practically no one in the chinese restaurant has any idea exactly about or experience familiarity with japanese cuisine.,Japanese cuisin,food,negative
,"again, and if you are in this neighborhood - if by that all means, come leave here.",,anecdotes/miscellaneous,positive
,"but however, sometimes it's not worth a special round trip.",,anecdotes/miscellaneous,negative
3599.0,the pizza was delivered cold and the cheese wasn't even fully melted!,cheese,food,negative
,"the loud music does usually get a little bit loud at times, but it never just plain made me desperately want someone to lean closer to my beautiful wife, sometimes and much as i sometimes did, i got a whiff of corriander.",corriander,ambience,conflict
400.0,"if you're in town, it's worth searching for another place.",,anecdotes/miscellaneous,negative
2158.0,ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.,bagel,food,positive
461.0,friendly staff that actually lets you enjoy your meal and the company you're with.,meal,service,positive
166.0,"yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,service,negative
,"overall, worht takes every six penny.",,price,positive
,"almost the entire very only positive force was the human personal wait staff, from which alone was usually very prompt, very knowledgable, loyal even and sometimes likeable.",wait staff,service,positive
536.0,"be sure to try the seasonal, and always delicious, specials.",specials,food,positive
,naturally the food is not above average for average midtown manhattan and sligtly but better than the some of the other heartland breweries anywhere in the city.,food,food,positive
,i have to agree further with the previous soviet reviewer.,,anecdotes/miscellaneous,neutral
,the food and restaurant was really looking great there and now the customer service was even better.,service,service,positive
,"great dinner bagels, spreads and well a real good place somewhere to hang out in.",spreads,anecdotes/miscellaneous,positive
,"one nice small restaurant overall, with the classic upscale italian decor.",Italian decor,ambience,positive
1638.0,the prices are exceptionally reasonable for food of this caliber.,food,food,positive
,"evening since probably much way any ways busier now time for just serving lunch, although it's bel s seldom stayed crowded but late for serve some dinner ( being too crowded so far close on to downtown for downtown ).",dinner,ambience,neutral
,"if your favorite cold chinese fried food is the general tao and chicken, okay then this is not your place.",Chinese food,food,negative
,the cooked food was now actually aweful.,food,food,negative
,i had simply been a non regular wheelchair user due mostly to with the very consistently good food my served and ease of not getting on a table.,getting a table,service,positive
1198.0,the fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,food,conflict
,he gave hats off gifts to the chef.,chef,food,positive
,"ambience there is actually delightful, service... impeccable.",service,ambience,positive
497.0,i knew upon visiting nyc that i wanted to try an orginal deli.,,anecdotes/miscellaneous,neutral
662.0,i always get the shabu-shabu dinner and the beef is always fresh.,beef,food,positive
984.0,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,food,positive
,"lady raga'k s is a romantic, very cozy restaurant.",,ambience,positive
,"the high noise level below was unbearable, conversation impossible.",noise level,ambience,negative
2136.0,"this was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",,ambience,positive
,try the olive oil cream white cheese or the chicken lox spread on... a whole white wheat everything bagel.,bagel,food,positive
2641.0,this quiet dark asian bistro is well worth the trip.,,anecdotes/miscellaneous,positive
,"when my husband comes and you go go there, where we spend $ 60. 00 ( all have lobster tails... ummmmm i or need i say more ) if i can'go ain t say any other more, for it is a huge place that you'll never once forget if you never go, you'll only miss just a meal of your whole life time",LOBSTER TAILS,price,positive
,"not even after hearing recently quite a great lot much of other great folks things about founding the restaurant, and often passing by of it on a daily scheduled basis, so we have also decided to still try.",,anecdotes/miscellaneous,neutral
1024.0,"if you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",tea with tapioca pearls (hot),ambience,positive
,inside the service style was quite friendly and the atmosphere was casual.,atmosphere,ambience,positive
2281.0,"if you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,anecdotes/miscellaneous,negative
2151.0,how do you rate home?,,anecdotes/miscellaneous,positive
2718.0,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",Lobster Cobb Salad,ambience,positive
,because never in my life did i honestly think before that maybe i could be satisfied both in taste and in quantity looking for $ r 3. 00 in midtown nyc.,quantity,price,positive
1098.0,i have been to roth's twice and both times were very disappointing.,,anecdotes/miscellaneous,negative
569.0,terrible experience.,,anecdotes/miscellaneous,negative
,i think locals rate this place just so damn high.,,anecdotes/miscellaneous,neutral
,plus it's the only place you kids can get yummy authentic japanese authentic comfort chicken food.,japanese comfort food,food,positive
2088.0,decor leaves something to be desired.,Decor,ambience,negative
,"as for being number 1, this place has alot centuries of charity work to do in order ever to more truly earn me its own so called reputation.",,anecdotes/miscellaneous,negative
876.0,"when we left at 8:00 pm, it was packed and noisy.",,ambience,negative
3033.0,the singapore mai fun had no curry flavor whatsoever.,curry flavor,food,negative
3159.0,their coffee is quite good too!,coffee,food,positive
,the all - new italian staff is fairly warm and engaging from the official start.,staff,service,positive
,i highly highly recommend rolling the sophia pizza.,,anecdotes/miscellaneous,positive
62.0,(always ask the bartender for the seasonal beer!!!,bartender,food,positive
,it was usually not above an ordinary cooking ground and therefore therefore the beef steak version frequently had other cheap ( and perhaps undercooked ) beef.,beef,food,negative
,i have tried to sincerely say that i am pleasantly... suprised and i probably will most likely stop in town again if i am in... the nearby neighborhood.,,anecdotes/miscellaneous,positive
,this place it was simply not all that!,,anecdotes/miscellaneous,negative
,"it really can be a whole very fun experience with a group, family and kids ( 6 kids and all over ) would sure love it.",,ambience,positive
2617.0,i thought i had died and gone to heaven.,,anecdotes/miscellaneous,positive
3318.0,i would highly recommand requesting a table by the window.,table by the window,anecdotes/miscellaneous,positive
1366.0,"the drinks are a saving grace, but service staff, please, get over yourselves.",service staff,service,negative
,lloovve up this whole place.,,anecdotes/miscellaneous,positive
,i was now so pretty fucking that much full anyway to after our fondue style appetizer.,fondue appetizer,anecdotes/miscellaneous,positive
1250.0,i ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,food,neutral
1139.0,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,Edamame pureed,food,positive
3457.0,from the moment we walked in they were more than accomodating even though the place was packed.,place,ambience,negative
3607.0,"although, one night we went it was super cheesy, and another night it was less cheesy.",,food,conflict
89.0,"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.",priced,price,positive
95.0,this is can became on e of the ny italian food fare institutions.,,anecdotes/miscellaneous,neutral
,i absolutely would rather rather recommend grabbing this scenic spot especially to those anyone aboard who clearly enjoys it fine cuisine at approximately all current reasonable shelf prices.,prices,price,positive
,in it quality was only not above its ordinary and the beef version had only cheap ( undercooked ) beef.,beef,food,negative
,mostly this restaurant crowd was way overhyped.,,anecdotes/miscellaneous,negative
,decor is so charming.,Decor,ambience,positive
,me and you my four girls i will probably definitely go on back.,,anecdotes/miscellaneous,positive
715.0,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,menu,food,negative
,the staff ignored even my friends and i the entire remaining time whenever we kids were there.,staff,service,negative
268.0,this is one of my favorite restaurants and it is not to be missed.,,anecdotes/miscellaneous,positive
3636.0,"we were on our way back to nj, and since i am in ny, we figured why not grab some food?",food,anecdotes/miscellaneous,neutral
1921.0,the food and staff always surprise me with the new heights they are taken to.,staff,service,positive
,they would never outshine our big city hh.,,anecdotes/miscellaneous,positive
,"and thought if you are someone now who obviously already well appreciates the damn same in doing things here but still hope to have enough food items to spare or share, kai may still even not be the real best alternative political option.",food,food,neutral
,"then also, she top the meal with a sweetly delicious dessert and perfect cheese slice of tiramisu.",meal,food,positive
382.0,"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,food,positive
,i still love this place even more ever and more everytime i go.,,anecdotes/miscellaneous,positive
908.0,"orsay, is without a doubt one of the best values for authentic french food in nyc.",French food,food,positive
,sometimes they treated us well though and the food was extremely fresh and highly well - well prepared.,food,service,positive
,i then ordered the chu chu chu curry stew and my little friend ordered the pad thai chicken.,pad thai chicken,food,neutral
3194.0,"i am not the most experienced person when it comes to thai food, but my friend who took me there is.",Thai food,anecdotes/miscellaneous,neutral
,my friends and family i came right across this hiding place twice while walking in the village.,,anecdotes/miscellaneous,neutral
,"behind this corner counter, two men themselves are also squeezed in.",counter,ambience,negative
2712.0,i have been about 4 times and have always had a great meal.,meal,food,positive
2713.0,i think this is one of the more underrated places in the city.,,anecdotes/miscellaneous,positive
485.0,"if you are a vegetarian, this really isn't a good place to go.",,anecdotes/miscellaneous,negative
,"and i've been there a better few times, and i might usually simply end it up with sitting next to some pretty odd people.",,anecdotes/miscellaneous,negative
,i am then relatively a new not to in the area and tried pick a bgel on 2nd and was very disappointed with the new service and i thought anyway the food supply was quite overated and just on the pricey side.,food,food,negative
1005.0,one of my favorite places in manhattan.,,anecdotes/miscellaneous,positive
,"the cafe inside itself... was really nice too with comfortable outdoor chairs all and tables, but the service could actually have just been better.",service,ambience,positive
718.0,"however, i think this place is a good hang out spot.",spot,ambience,positive
,appetizers selling are prices somewhere to around $ 7 each and the main dishes sold are at between $ 11 and $ rm 16.,main dishes,price,neutral
343.0,it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine.,Japanese cuisin,food,negative
1413.0,"frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.",lunch,food,positive
308.0,"after a seafood craving, i checked citysearch and chose to go to fish based on a previous review and the citysearch info.",seafood,anecdotes/miscellaneous,neutral
1927.0,"we picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",,anecdotes/miscellaneous,neutral
,"the portion sizes seen here are just huge, wonderful and the sushi is all good.",sushi,food,positive
839.0,"given the incredible architecture surrounding it, this place has no character.",place,ambience,conflict
,almost really.,,anecdotes/miscellaneous,neutral
1196.0,the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.,table,service,negative
,"this toons has recently recently been redone, again so it's now a very more attractive community space.",space,ambience,positive
3706.0,was there friday night.,,anecdotes/miscellaneous,neutral
,would recommend this last place more as a good date spot especially if maybe you don't want to drop on a ton of the cash.,,price,positive
,i do live in with the neightborhood and however am a regular.,,anecdotes/miscellaneous,positive
,"after my husband initially said immediately he only could've eaten one several and more, and and so the single breakfast dining portion out was going just fine for me he even fairly publicly exclaimed once home that their both the american french fries menu were the single season best that he apparently has not already had.",french fries,food,conflict
,... great american sushi eating experience.,sushi,food,positive
2882.0,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,food,conflict
,"the chicken and parm cheese was edible but had canned tomato sauce and boxed pasta salad and the american chicken with portobello mushrooms consisted primarily of even dry, and inedible cuban chicken salad with terrible potato sauce.",sauce,food,negative
2717.0,i have never been disappointed in the red eye.,,anecdotes/miscellaneous,positive
1205.0,this is the best sushi in new york city - hands down.,sushi,food,positive
785.0,here you get the zen feel without feeling rigid.,zen feel,ambience,positive
3469.0,"the best chicken pad tai, i've ever had.",Chicken pad tai,food,positive
2294.0,the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan.,cold appetizer dishes,food,positive
2563.0,"i work near-by, and they have the best oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,food,positive
,"the cafe in itself... was really nice with comfortable outdoor facing chairs and comfortable tables, but at the service could have quite been better.",service,ambience,positive
,"but in addition, the food collection is very good and now the daily prices are reasonable.",prices,price,positive
1490.0,both the fresh mozzerella slices and the plain cheese slice are phenomenal.,Plain Cheese slice,food,positive
,i only half ate boiled clams oreganta and spectacular steak salad done with many perfectly cooked marinated sea cucumbers all mixed and tomatoes with lots especially of sour brown shrimp paste paste between and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,food,positive
,"actually i would highly recommend roxy'hotel s for that, yeah but not for their food.",food,anecdotes/miscellaneous,positive
,"all the sliced calamari comes with an incredible protein sauce, and often the whole duck noodles are more yummy as well.",duck noodles,food,positive
,now what for?,,anecdotes/miscellaneous,neutral
,... everyone thinks maybe what a great place.,,anecdotes/miscellaneous,positive
,the counter tax service is bad.,counter service,service,negative
2404.0,"the place is sleek, modern and playfull and i will return again frequently.",place,ambience,positive
,i had no filet of mignon with the garlic mash.,Filet Mignon with garlic mash,food,neutral
,"yesterday i know, like you were too busy showing off your vintage tee shirt and looking bored, but my agenda is is i'm here to go eat dinner and enjoy within the enthusiastic company of good friends, never seeking a pleasant social experience.",,service,negative
2826.0,for park avenue i expected so much more.,,anecdotes/miscellaneous,negative
,"nice atmosphere, cool yet in particular while the restaurant service low end was very almost pleasant and the mostly cool desert club heat end that was good.",desert,ambience,positive
,and nothing more special seemed about this place.,,anecdotes/miscellaneous,neutral
2696.0,"we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food.",food,food,positive
,the dark pizza and dark wine areas were excellent - plus the service too - - but what really made this gorgeous place was perhaps the perfect backyard dining area.,backyard dining area,ambience,positive
,i love and where is i know gourmet life food good education by quality teaching excellence!,gourmet food,food,positive
626.0,we were walking around the village and went into this place just for some drinks.,drinks,anecdotes/miscellaneous,neutral
,yes i had personally never had edamame pureed before but i immediately thought it actually was innovative sauce and instantly tasty ( you could've used just a small bit more salt ).,Edamame pureed,food,positive
,because we just were told after that they were booked solid and so no other table was available.,table,service,negative
2465.0,perfect for dates!,,ambience,positive
3527.0,the food is nothing like its menu description.,menu description,food,negative
481.0,there is a real gallery of stars that have visited.,,ambience,neutral
2652.0,"the restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",spot lights,ambience,negative
,apparently this place really is freaking incredibly tiny.,place,ambience,negative
,i was there again on sat.,,anecdotes/miscellaneous,neutral
,"small also, but the sandwiches ( nearing $ 7 ) didn't come with not anything heavy like cheese chips there or a side.",side,price,negative
3154.0,i love to visit murrays for my bagel fix.,bagel,anecdotes/miscellaneous,positive
,the very strong scents coming forward from the left and then right of me negatively had affected my taste organ buds.,scents,anecdotes/miscellaneous,negative
,cornelia first street just looks like a whole broadway set for west side a story and all the inside of chi po is so cool quaint if you really can's t top the professional setting for hosting a romantic dinner in nyc.,setting,ambience,positive
,do you get there before... 7pm.,,anecdotes/miscellaneous,neutral
,today i really recommend just the very simple green unda ( egg ) rolls.,Unda (Egg) rolls,food,positive
3336.0,and for this i had to shell out a small fortune?,,price,negative
1925.0,"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.",Chef,anecdotes/miscellaneous,negative
3468.0,so all i'm trying to say is this restaurant is by far the best thai food restaurant i've ever been to.,thai food,anecdotes/miscellaneous,positive
,went there with my wife later and we had to wait for a table even sitting though there you could not see there many that you were empty sitting with him not reservation and sigh on on them.,table,service,negative
,oh what in a great place.,,anecdotes/miscellaneous,positive
2454.0,i love the atmorphere @ peep!,atmorphere,ambience,positive
,said my boyfriend and i should have all been here to the minnow four times now and we could have quite consistently been impressed.,,anecdotes/miscellaneous,positive
1124.0,"our waitress was sweet and accomodating, not overbearing.",waitress,service,positive
3001.0,the staff is courteous and friendly.,staff,service,positive
2486.0,"the noise level was unbearable, conversation impossible.",noise level,ambience,negative
3621.0,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,tomatoes,food,positive
,then try the hottest tandoori on ground salmon!,tandoori salmon,food,positive
,"with so many poor life experiences to be later had in wandering the theater district, is it truly surely an excellent find!",,anecdotes/miscellaneous,positive
849.0,i went with my fiance on a tuesday evening.,,anecdotes/miscellaneous,neutral
,the only waiter there was attentive.,waiter,service,positive
907.0,never once did i leave feeling unwelcome or impressed.,,anecdotes/miscellaneous,conflict
25.0,great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,waiter,anecdotes/miscellaneous,positive
,but i love indian food and seriously consider believing myself quite likely now to probably always be quite possibly an expert on it.,Indian food,food,positive
,tonight she was surprisingly disappointed.,,anecdotes/miscellaneous,negative
