id,text,aspect_term,aspect_category,polarity
3278,"the food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,food,negative
2789,my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,,anecdotes/miscellaneous,positive
440,others have to go to other restaurants and feel sad until they're eaten.,,anecdotes/miscellaneous,neutral
1331,why make a reservation if you aren't going to keep it?,reservation,service,negative
2497,"the pad thai is excellent here, as well.",Pad Thai,food,positive
2705,big and gawky on the outside.,,ambience,negative
3105,i have been to mary's many times and i like it.,,anecdotes/miscellaneous,positive
1495,"searching to get out from the cold, freezing weather, we went into what we thought was a deli.",,anecdotes/miscellaneous,negative
3039,i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch specials,food,negative
75,highly recommended!!!!!,,anecdotes/miscellaneous,positive
2446,this is the best thing in soho.,,anecdotes/miscellaneous,positive
3429,went here last night and had a pleasant experience.,,anecdotes/miscellaneous,positive
3637,"we parked on the block of nina's the place looked nice, with people obviously enjoying their pizzas.",pizzas,food,positive
861,i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,,anecdotes/miscellaneous,neutral
2000,"for $760 for 2 people, it's a once in a lifetime experience.",,price,negative
1316,"the food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,food,neutral
2450,we had the pot-stickers which were great and a tempura dish that was great.,tempura dis,food,positive
1577,i think the stuff was better than disney.,stuff,service,positive
3538,"after reading the good reviews of this restaurant, i decided to give it a try with two friends.",,anecdotes/miscellaneous,neutral
2901,"while the $20 entree range is not overly expensive, in new york city, there is definitely better food in that range, and so sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which i will return.",entree range,food,negative
908,"orsay, is without a doubt one of the best values for authentic french food in nyc.",French food,food,positive
1790,i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it!,,service,negative
150,it's definately not a place to go if you want to impress someone.,,anecdotes/miscellaneous,negative
2523,"well, their deliveries take for ever and the food is usually cold.",food,service,negative
2170,the staff is no nonsense.,staff,service,positive
1012,chinese desserts are known for healthful benefits in addition to the sweetness.,,food,positive
1626,wonderful at holiday time.,,anecdotes/miscellaneous,positive
1579,and really large portions.,portions,food,positive
1567,the place is a lot of fun.,,anecdotes/miscellaneous,positive
3515,this is a great thai restaurant with a very friendly staff.,staff,service,positive
1698,"have eaten at ginger house several times, and it's always good.",,anecdotes/miscellaneous,positive
1873,i ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,food,negative
2592,"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food.",food,food,positive
3081,"i recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra (bindi),food,positive
2806,"as a japanese native, i've lived in the tristate area for over 8 years, but i was just so amazed at this place.",,anecdotes/miscellaneous,positive
3142,"to give you an idea of how good we thought it was, we ended up going to ping's three weekends in a row!!!",,anecdotes/miscellaneous,positive
3575,"as we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,anecdotes/miscellaneous,neutral
1884,"the menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,food,positive
3381,"in fact, two people could really share one plate.",plate,food,positive
2507,the food is great and authentic.,food,food,positive
745,this was a repeat visit and we'll definitely be back again.,,anecdotes/miscellaneous,positive
3100,during happy hour!,,anecdotes/miscellaneous,neutral
2802,good for casual dinner with jeans and sneakers.,casual dinner,anecdotes/miscellaneous,positive
1769,love yuka.,,anecdotes/miscellaneous,positive
201,"anyway, the food is good, the price is right and they have a decent wine list.",wine list,price,positive
1180,"go, go, hurry, before everyone finds out about it.",,anecdotes/miscellaneous,positive
2335,prices are higher to dine in and their chicken tikka marsala is quite good.,chicken tikka marsala,price,negative
1593,i am bringing my whole family back next time.,,anecdotes/miscellaneous,positive
3631,this place has many different styles of pizza and they are all amazing.,styles of pizza,food,positive
901,the photos of the restaurant in its web site are way better than the real look.,look,ambience,negative
3049,the food was lousy - too sweet or too salty and the portions tiny.,portions,food,negative
1242,but the coconut rice was good.,coconut rice,food,positive
932,it took them 25 minutes to bring our appetizer.,appetizer,service,negative
2769,a guaranteeed delight!,,anecdotes/miscellaneous,positive
1105,i have been coming to this neighborhood spot for years.,,anecdotes/miscellaneous,neutral
2609,overall i would recommend it and go back again.,,anecdotes/miscellaneous,positive
776,the food was great.,food,food,positive
272,pair you food with the excellent beers on tap or their well priced wine list.,priced,price,positive
1152,if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,price,negative
2894,all of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,food,positive
2591,"anyway, this is the last time i cross the williamsburg.",,anecdotes/miscellaneous,negative
833,metrazur has a beautiful spot overlooking the main terminal.,spot,ambience,positive
461,friendly staff that actually lets you enjoy your meal and the company you're with.,meal,service,positive
2830,"when i'm feeling stressed by the noise and congestion around my office, i head for cafe st. bart's.",,anecdotes/miscellaneous,neutral
1356,guess the 555soul ads didn't launch her big modeling career.,,anecdotes/miscellaneous,neutral
539,the restaurant is rather small but we were lucky to get a table quickly.,table,ambience,negative
836,"besides, we were on vacation!",,anecdotes/miscellaneous,neutral
2533,i love this cozy around the way rest.,,ambience,positive
1435,"quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,price,positive
3208,don't leave without trying one night in tokyo.,,anecdotes/miscellaneous,positive
3126,save yourself the time and trouble and skip this one!,,anecdotes/miscellaneous,negative
1455,this is my favorite italian restaurant in all of new york city.,,anecdotes/miscellaneous,positive
2225,"the place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",place,ambience,negative
1056,the appetizing is excellent - just as good as zabars barney greengrass at a reasonable price (if bought by the pound).,price,price,positive
3582,"but, they were too big for the bun.",bun,food,negative
2708,"the food is fresh, delicious, and reasonably priced.",priced,price,positive
275,raga stands out with an interesting fusion of french and indian cooking.,fusion of French and Indian cooking,food,positive
2105,"a few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,food,negative
2152,the bagels are fabulous.,bagels,food,positive
191,"oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,service,negative
3319,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,ambience,positive
3681,"the food was very good, a great deal, and the place its self was great.",place,ambience,positive
2171,the food options rule.,food options,food,positive
3462,a great choice at any cost and a great deal.,cost,price,positive
1087,"anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",,food,negative
1865,"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",wine flight,food,neutral
1380,definately check it out!!!,,anecdotes/miscellaneous,positive
3421,"probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",dinner,ambience,neutral
1293,"their calzones are horrific, bad, vomit-inducing, yuck.",calzones,food,negative
3475,it takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,service,negative
818,the place itself is beautiful the bar scene seems to be happening.,bar scene,ambience,positive
2893,"saturday, nov. 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,service,positive
3170,"good spreads, great beverage selections and bagels really tasty.",bagels,food,positive
2932,"first, the waiter who served us neglected to fill us in on the specials, which i would have chosen had i known about them.",served,service,negative
2575,we will be back.,,anecdotes/miscellaneous,positive
451,"also, top the meal with a delicious and perfect slice of tiramisu.",meal,food,positive
3700,it seems like this is a place the locals like and the people working here liked it too.,,anecdotes/miscellaneous,positive
119,check out the secret back room.,secret back room,ambience,positive
2817,"it's also attached to angel's share, which is a cool, more romantic bar...",bar,ambience,positive
2517,"authentic food and they have real service, not just the rush you get sometimes when they try to push you out the door.",service,service,positive
2883,stick to the gulab jamun.,gulab jamun,food,positive
556,"i am amazed by the poor reviews- i find this place to be standout italian in an area flooded with italian- great prices, great atmosphere, good service and a wonderful wine list.",wine list,price,positive
563,i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,ambience,negative
924,with the theater 2 blocks away we had a delicious meal in a beautiful room.,room,ambience,positive
3113,"i was a little leary about mary's at first - it's small, crowded and you usually have to wait on line - but i'm glad i finally tried it.",,anecdotes/miscellaneous,positive
2164,we were not dissappointed in the least bit by this little gem.,,anecdotes/miscellaneous,positive
3461,also very inexpensive.,,price,positive
3041,"we've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,anecdotes/miscellaneous,neutral
2459,i got enough reasons to keep coming back!!!,,anecdotes/miscellaneous,positive
1013,by far this is the only chinese desserts place i know in ny or anywhere close in the northeastern america that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts with frog jelly,food,positive
193,the food is great and reasonably priced.,priced,price,positive
1569,the characters really make for an enjoyable experience.,,ambience,positive
2217,i would definitely recommend sea if you like thai cuisine!,thai cuisine,food,positive
78,"over the years the host, vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,service,positive
2280,"the restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese.",Taiwanese,food,positive
3424,"my husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,food,conflict
3641,you cannot go wrong with this place.,,anecdotes/miscellaneous,positive
1707,"it is the type of place to run into old friends and have a late, raucus dinner.",dinner,anecdotes/miscellaneous,positive
2766,"the food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,food,positive
667,prices are in line.,Prices,price,neutral
1600,"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.",flour,food,positive
134,the food is prepared quickly and efficiently.,food,food,positive
3336,and for this i had to shell out a small fortune?,,price,negative
2421,"for all of you new to indian food, try the paneer roll, it is a piece of heaven.",Paneer Roll,food,positive
159,the food looked very appetizing and delicious since it came on a variety of fancy plates.,plates,food,positive
1490,both the fresh mozzerella slices and the plain cheese slice are phenomenal.,Plain Cheese slice,food,positive
3546,i have tried literally every restaurant on curry row.,,anecdotes/miscellaneous,neutral
1548,"the food is terrible and overall, i would have to say avoid at all costs.",food,food,negative
2107,"i've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",,anecdotes/miscellaneous,neutral
1709,"unfortunately, the food was not something to get worked up about.",food,food,negative
1550,"it's constantly open, catering to the pakistani cabbies lined up on crosby st., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,ambience,positive
3305,i had filet mignon with garlic mash.,Filet Mignon with garlic mash,food,neutral
874,"i went at 6:00 pm specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",creme brulee,price,positive
3116,"the waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,service,positive
2707,go inside and you won't want to leave.,,anecdotes/miscellaneous,positive
2630,i loving bringing friends here - and i do so every chance i get.,,anecdotes/miscellaneous,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Peter's Favourite pizza with prosciutto and baby arugula,food,positive
2081,"yes, the prices are high, but i felt it was worth it.",prices,price,conflict
533,"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,food,positive
972,"have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,service,positive
3420,"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.",Indian,food,positive
2329,the owner truly caters to all your needs.,owner,service,positive
1827,he takes real pride in his food and his business.,food,food,positive
692,every time in new york i make it a point to visit restaurant saul on smith street.,,anecdotes/miscellaneous,positive
217,my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent.,,anecdotes/miscellaneous,positive
878,"so if you want a nice, enjoyable meal at montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,price,positive
2891,"over the years, it has always provided a pleasurable dining experience with quality food and wine.",dining,food,positive
2673,i would go back tho.,,anecdotes/miscellaneous,positive
2276,"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,food,positive
3199,too large for just two people but nothing was left.,,food,positive
3414,i cannot imagine better indian food in all of the city.,Indian food,food,positive
209,great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,ambience,positive
3077,a pleasant surprise.,,anecdotes/miscellaneous,positive
1228,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,service,negative
3297,if you don't mind all that noise then go to the chart house.,,ambience,conflict
1759,we got most of it back at home with us.,,anecdotes/miscellaneous,neutral
2966,get there before 7pm.,,anecdotes/miscellaneous,neutral
2077,very good breads as well.,breads,food,positive
3554,"if this happens, just ask for real naan.",naan,anecdotes/miscellaneous,neutral
410,we were fans of the half-price saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,price,positive
202,"so, if yo really don't care who is sittingnext to you, which is about 2 inches away, i would say try it.",,ambience,conflict
3492,"pizza is terrific, as is homemade pasta.",homemade pasta,food,positive
537,definitely a neighborhood favorite.,,anecdotes/miscellaneous,positive
2439,this is a wonderful place on all stand points especially value ofr money.,value ofr money,price,positive
3562,my first encounter happened one friday evening with a friend.,,anecdotes/miscellaneous,neutral
3280,example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,price,positive
2189,"service is not exactly five star, but thats not really a big deal.",Service,service,conflict
3573,there are other people waiting!,waiting,service,neutral
277,"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,food,positive
2460,ou must try this restaurant.,,anecdotes/miscellaneous,positive
952,"we left, never to return.",,anecdotes/miscellaneous,negative
2811,consistently good japanese tapas.,Japanese Tapas,food,positive
2024,no apologies during restaurant week.,,anecdotes/miscellaneous,negative
3020,"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,food,positive
3079,"this place started off a little iffy, but is now one of my favorite indian restaurants in nyc (and i'm indian, so i should know).",,anecdotes/miscellaneous,conflict
2716,they also do a great job for restaurant week.,,anecdotes/miscellaneous,positive
746,i went to this restaurant with a woman that i met recently.,,anecdotes/miscellaneous,neutral
2912,"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",pistachio ice cream,food,positive
3566,this is where the aforementioned line was.,,anecdotes/miscellaneous,neutral
1702,the food is reliable and the price is moderate.,price,price,neutral
199,"aside from the bearded, courdoroy blazer professor type with the nyu student he's sleeping with that week, you see a strange mix of hipsters, frat boys, will smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",,ambience,neutral
882,"while the ambiance and atmosphere were great, the food and service could have been a lot better.",service,ambience,positive
2324,we always go there on the weekends and leave extremely full and satisfied.,,anecdotes/miscellaneous,positive
2524,i dont how this place is still running.,,anecdotes/miscellaneous,negative
628,the server was really cool and served us our food and drinks with a smile.,served,service,positive
3563,we were in search of food and stumbled on this block of indian restaurants on east sixth street.,food,anecdotes/miscellaneous,neutral
727,"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .",thai food,food,positive
1925,"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.",Chef,anecdotes/miscellaneous,negative
2740,excellent experience.,,anecdotes/miscellaneous,positive
3422,"well worth the trip, close to city hall and downtown subway stops.",,anecdotes/miscellaneous,positive
3144,i had to share my table with a loud group of kids and the service was rude an unattentive.,table,ambience,negative
2202,what more could you want?,,anecdotes/miscellaneous,positive
618,"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.",,anecdotes/miscellaneous,positive
1919,"all in all, i don't see how you can go wrong.",,anecdotes/miscellaneous,positive
1487,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza,food,positive
2120,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",outdoor seating,ambience,positive
1868,"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses,food,positive
770,we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,anecdotes/miscellaneous,neutral
2205,the food is usually good but it certainly isn't a relaxing place to go.,place,ambience,negative
948,i'm told that it is open 24hrs which is good.,,anecdotes/miscellaneous,positive
1940,"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",live jazz,ambience,positive
2451,the prices were fantastic.,prices,price,positive
56,what a great place!,,anecdotes/miscellaneous,positive
1632,"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,price,conflict
1961,"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.",service,service,conflict
710,"it's not mind-blowing, but to me, thai food never is and never will be.",thai food,food,neutral
911,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,food,conflict
3607,"although, one night we went it was super cheesy, and another night it was less cheesy.",,food,conflict
1955,"even though it is a little loud, you don't have to yell at each other to talk.",,ambience,conflict
2903,"i've been to sapphire twice and both times the food was fine, if not good.",food,food,positive
1887,it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place,ambience,conflict
3495,was surprisingly disappointed.,,anecdotes/miscellaneous,negative
1273,i love the fact that the pizza tastes so good and is so cheap.,pizza,price,positive
590,nicky the nose at the bar is a treat.,bar,service,positive
762,i went to ruby foo's after work with a group of 6.,,anecdotes/miscellaneous,neutral
3374,i'm amazed we haven't been kicked out of this place yet.,,anecdotes/miscellaneous,neutral
179,"service was prompt, friendly and great.",Service,service,positive
109,"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,food,positive
339,the sushi was awful!,sushi,food,negative
489,katz's has been a nyc original for over 100 years.,,anecdotes/miscellaneous,positive
2487,you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,dishes,price,negative
499,"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,food,positive
2589,the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-Fornini) pizza,food,negative
3701,"late nite omelletes are not good here, there is no variety!",omelletes,food,negative
381,everything at sala thai is tasty and well-portioned.,,food,positive
3050,"after all that, they complained to me about the small tip.",tip,service,negative
1185,it's a great place to pick up a cheap lunch or dinner.,dinner,price,positive
1555,"behind this counter, two men are squeezed in.",counter,ambience,negative
1112,great find!!!,,anecdotes/miscellaneous,positive
3368,"if only they delivered, they'd make a mint!",,anecdotes/miscellaneous,positive
1032,"whenever you need a sushi fix, mizu will be there with quality fish and great service.",Sushi fix,service,positive
1124,"our waitress was sweet and accomodating, not overbearing.",waitress,service,positive
1663,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,service,negative
1690,i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,anecdotes/miscellaneous,negative
788,the website and rating makes this place look wonderful but in reality it was very disappointing.,place,anecdotes/miscellaneous,conflict
1780,"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art,food,conflict
742,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,ambience,positive
1471,"a large is $20, and toppings are about $3 each.",toppings,price,negative
1789,"in any event, this is a place i'll be sure to stop by again when i'm in this part of town.",,anecdotes/miscellaneous,positive
2751,i definitely wouldn't go back.,,anecdotes/miscellaneous,negative
1189,it is not worth for that bucks.,,price,negative
3352,brick oven gallery is my pick for best pizza restaurant anywhere.,pizza,anecdotes/miscellaneous,positive
3315,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,service,positive
3393,"for many people, this may not seem like aunthentic thai food because most places in nyc arent quite authentic.",Thai food,food,negative
2157,"growing up in ny, i have eaten my share of bagels.",bagels,anecdotes/miscellaneous,neutral
3018,"oh, don't even let me start with how expensive the bills were!",bills,price,negative
1401,a hearty two thumbs up!,,anecdotes/miscellaneous,positive
257,the scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,food,neutral
813,"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,food,positive
2862,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,price,negative
3292,service is top notch.,Service,service,positive
3343,the food now is inconsistent.,food,food,negative
3045,all pretty good.,,anecdotes/miscellaneous,positive
3135,"you can also special order any kind of dumpling,etc.",dumpling,anecdotes/miscellaneous,positive
3391,you guys rock.,,anecdotes/miscellaneous,positive
3651,chance is a joke.,,anecdotes/miscellaneous,negative
2018,i was pretty much full after our fondue appetizer.,fondue appetizer,anecdotes/miscellaneous,positive
3551,be careful before you request extra spice.,spice,food,neutral
2355,the octopus eaters were floored by the octopus salad.,Octopus salad,food,positive
3178,we thought that this place is using too much of msg cooking in the foods.,MSG cooking,food,negative
586,i was at rao's last wed.,,anecdotes/miscellaneous,neutral
2211,and the tom kha soup was pathetic.,Tom Kha soup,food,negative
2317,i started out with a bombay beer which was big enough for two.,Bombay beer,food,positive
175,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,ambience,positive
1609,service was quick.,Service,service,positive
2706,tends to turn people away.,,anecdotes/miscellaneous,negative
1860,we thought this a prelude to what the evening will be like.,,anecdotes/miscellaneous,neutral
961,"i was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",,anecdotes/miscellaneous,positive
1057,drawbacks: service is slow and they don't toast!,service,service,negative
3188,went there for an office lunch.,office lunch,anecdotes/miscellaneous,neutral
65,i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed!,,anecdotes/miscellaneous,positive
2735,"everytime i decide to try another place on the ues, i get angry that i didn't just go to zucchero pomodori.",,anecdotes/miscellaneous,conflict
2882,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,food,conflict
1948,"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,food,positive
2041,the best thing i tasted were the lambchops.,lambchops,food,positive
1046,it's delicious!,,food,positive
1656,the spicy tuna and salmon are the best we've ever had.,salmon,food,positive
3440,"even though its good seafood, the prices are too high.",prices,price,negative
870,"in addition, the food is very good and the prices are reasonable.",prices,price,positive
2986,"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.",hosts,service,positive
288,"if you live outside the neighborhood, don't bother!",,anecdotes/miscellaneous,negative
284,been going here since it opened have seen the quality value decrease considerably.,quality value,anecdotes/miscellaneous,negative
3418,"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices,food,neutral
3358,i never had anything i didn't like here.,,anecdotes/miscellaneous,positive
83,reasonable prices.,prices,price,positive
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,service,positive
2141,"try the crunchy tuna, it is to die for.",crunchy tuna,food,positive
1854,it won't break the bank but i also wouldnt come back for the food.,food,price,conflict
396,"all in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,anecdotes/miscellaneous,positive
3471,i've been to joya twice and i will never go again.,,anecdotes/miscellaneous,negative
3577,so rushing us out was absolutely unnecessary!,,anecdotes/miscellaneous,negative
2283,however it is the only taiwanese restaurant in town.,,anecdotes/miscellaneous,neutral
614,it is a lot of fun with live entertainment and all kinds of disney type special effects.,special effects,ambience,positive
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,food,positive
2621,"no refills on fountain drinks, though.",fountain drinks,food,negative
605,wow over 100 beers to choose from.,beers,food,positive
2017,be careful of portions - they're huge.,portions,food,positive
2974,"the steak tartare is a great bet, they fix it for you at the table.",Steak Tartare,food,positive
2456,my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,food,negative
25,great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,waiter,anecdotes/miscellaneous,positive
520,did i mention the wine?,wine,food,neutral
3383,"plus, on wednesday nights the house wine is unlimited!",house wine,food,positive
2186,it is by far my favorite restaurant in brooklyn.,,anecdotes/miscellaneous,positive
3478,now it's so crowded and loud you can't even talk to the person next to you.,,ambience,negative
1283,love pizza 33..,,anecdotes/miscellaneous,positive
3411,even my indian friend couldn't believe how good and tasty everything was.,,food,positive
3221,"i'm from england, and haru's was the best i had in nyc.",,anecdotes/miscellaneous,positive
1923,less = more in their case.,,anecdotes/miscellaneous,positive
756,ruby foo's is a tourist trap.,,anecdotes/miscellaneous,negative
1194,i've been here a couple of times and have not been impressed.,,anecdotes/miscellaneous,negative
3372,i've been many time and have never been disappointed.,,anecdotes/miscellaneous,positive
123,ciao bella,,anecdotes/miscellaneous,neutral
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,service,negative
2386,the dim sum servings here are a bit larger than i'm used to.,dim sum servings,food,neutral
3332,"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,ambience,negative
717,we won't go to this place again for a good meal.,meal,food,negative
680,it's a much more grown up restaurant compared to the rest of the street.,,ambience,neutral
1345,"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",sauce,food,conflict
3013,we were treated with attitude ever since the moment we stepped into the restaurant!,,service,negative
1159,"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.",dinner,ambience,positive
3547,taj mahal offeres gret value and great food.,food,price,positive
792,has the chef and owner changed???,owner,service,neutral
2015,my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience.,dinner,anecdotes/miscellaneous,positive
92,i absolutely loved this place.,,anecdotes/miscellaneous,positive
548,i wish i lived there as i would eat at this place as often as possible!,,anecdotes/miscellaneous,positive
3692,"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,food,negative
1209,"outstanding bagels, but you get what you pay for.",Bagels,price,negative
443,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",bread,food,positive
400,"if you're in town, it's worth searching for another place.",,anecdotes/miscellaneous,negative
1486,i have tried the various slice joints around the village but this is by far the best one.,,anecdotes/miscellaneous,positive
1377,"i found it on a cold night, the perfect spot to warm up.",spot,ambience,positive
1439,they even have a section in the menu called american chinese food!,American Chinese food,food,negative
2741,"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",portion,service,positive
370,kalbi and nebbiolo do work together.,nebbiolo,food,neutral
599,"best italian food i ever had (and being italian, that means alot).",Italian food,food,positive
803,i will recommend scopa to all of my friends for a place to go for wonderful italian food.,Italian food,food,positive
1750,located at the end of a magnificent block.,Located,ambience,positive
737,"this restaurant is not worth the time, effort, or money to say the least.",,anecdotes/miscellaneous,negative
847,"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",clubhouse,food,positive
81,keep up the good work guys!,,anecdotes/miscellaneous,positive
2144,hurley's is terrific!,,anecdotes/miscellaneous,positive
1007,they don't walk around with the trays of dim sum.,trays of Dim Sum,ambience,positive
